timestamp,name,X,Y,pitch,loaded,destination,Emergency,task-id,workstation,window_start,window_end,service_start,service_end,late,waiting_for_station
0,Bluestreak,2,20,270,false,,false,,,,,,,false,false
0,Bumblebee,4,1,90,false,,false,,,,,,,false,false
0,Hound,16,1,90,false,,false,,,,,,,false,false
0,Ironhide,14,1,90,false,,false,,,,,,,false,false
0,Jazz,6,1,90,false,,false,,,,,,,false,false
0,Megatron,20,1,90,false,,false,,,,,,,false,false
0,Optimus,2,1,90,false,,false,,,,,,,false,false
0,Ratchet,12,1,90,false,,false,,,,,,,false,false
0,RedAlert,4,20,270,false,,false,,,,,,,false,false
0,Sideswipe,8,1,90,false,,false,,,,,,,false,false
0,Smokescreen,18,1,90,false,,false,,,,,,,false,false
0,Wheeljack,10,1,90,false,,false,,,,,,,false,false
1,Bluestreak,2,20,270,false,,false,,,,,,,false,false
1,Bumblebee,4,1,90,false,,false,,,,,,,false,false
1,Hound,16,1,90,false,,false,,,,,,,false,false
1,Ironhide,14,1,90,false,,false,,,,,,,false,false
1,Jazz,6,1,90,false,,false,,,,,,,false,false
1,Megatron,20,1,90,false,,false,,,,,,,false,false
1,Optimus,2,1,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
1,Ratchet,12,1,90,false,,false,,,,,,,false,false
1,RedAlert,4,20,270,false,,false,,,,,,,false,false
1,Sideswipe,8,1,90,false,,false,,,,,,,false,false
1,Smokescreen,18,1,90,false,,false,,,,,,,false,false
1,Wheeljack,10,1,90,false,,false,,,,,,,false,false
2,Bluestreak,2,20,270,false,,false,,,,,,,false,false
2,Bumblebee,4,1,180,false,,false,,,,,,,false,false
2,Hound,16,1,90,false,,false,,,,,,,false,false
2,Ironhide,14,1,90,false,,false,,,,,,,false,false
2,Jazz,6,1,180,false,,false,,,,,,,false,false
2,Megatron,20,1,90,false,,false,,,,,,,false,false
2,Optimus,2,2,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
2,Ratchet,12,1,90,false,,false,,,,,,,false,false
2,RedAlert,4,20,270,false,,false,,,,,,,false,false
2,Sideswipe,8,1,90,false,,false,,,,,,,false,false
2,Smokescreen,18,1,90,false,,false,,,,,,,false,false
2,Wheeljack,10,1,90,false,,false,,,,,,,false,false
3,Bluestreak,2,20,270,false,,false,,,,,,,false,false
3,Bumblebee,3,1,180,false,,false,,,,,,,false,false
3,Hound,16,1,90,false,,false,,,,,,,false,false
3,Ironhide,14,1,90,false,,false,,,,,,,false,false
3,Jazz,5,1,180,false,,false,,,,,,,false,false
3,Megatron,20,1,90,false,,false,,,,,,,false,false
3,Optimus,2,3,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
3,Ratchet,12,1,180,false,,false,,,,,,,false,false
3,RedAlert,4,20,270,false,,false,,,,,,,false,false
3,Sideswipe,8,1,180,false,,false,,,,,,,false,false
3,Smokescreen,18,1,90,false,,false,,,,,,,false,false
3,Wheeljack,10,1,180,false,,false,,,,,,,false,false
4,Bluestreak,2,20,270,false,,false,,,,,,,false,false
4,Bumblebee,2,1,180,false,,false,,,,,,,false,false
4,Hound,16,1,180,false,,false,,,,,,,false,false
4,Ironhide,14,1,180,false,,false,,,,,,,false,false
4,Jazz,4,1,180,false,,false,,,,,,,false,false
4,Megatron,20,1,90,false,,false,,,,,,,false,false
4,Optimus,2,4,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
4,Ratchet,11,1,180,false,,false,,,,,,,false,false
4,RedAlert,4,20,270,false,,false,,,,,,,false,false
4,Sideswipe,7,1,180,false,,false,,,,,,,false,false
4,Smokescreen,18,1,90,false,,false,,,,,,,false,false
4,Wheeljack,9,1,180,false,,false,,,,,,,false,false
5,Bluestreak,2,19,270,false,,false,,,,,,,false,false
5,Bumblebee,2,1,180,true,140A,false,140A-1,140A,1,114,17,25,false,false
5,Hound,15,1,180,false,,false,,,,,,,false,false
5,Ironhide,13,1,180,false,,false,,,,,,,false,false
5,Jazz,3,1,180,false,,false,,,,,,,false,false
5,Megatron,20,1,180,false,,false,,,,,,,false,false
5,Optimus,2,5,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
5,Ratchet,10,1,180,false,,false,,,,,,,false,false
5,RedAlert,4,20,270,false,,false,,,,,,,false,false
5,Sideswipe,6,1,180,false,,false,,,,,,,false,false
5,Smokescreen,18,1,180,false,,false,,,,,,,false,false
5,Wheeljack,8,1,180,false,,false,,,,,,,false,false
6,Bluestreak,2,18,270,false,,false,,,,,,,false,false
6,Bumblebee,2,1,90,true,140A,false,140A-1,140A,1,114,17,25,false,false
6,Hound,14,1,180,false,,false,,,,,,,false,false
6,Ironhide,12,1,180,false,,false,,,,,,,false,false
6,Jazz,2,1,180,false,,false,,,,,,,false,false
6,Megatron,19,1,180,false,,false,,,,,,,false,false
6,Optimus,2,6,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
6,Ratchet,9,1,180,false,,false,,,,,,,false,false
6,RedAlert,4,20,270,false,,false,,,,,,,false,false
6,Sideswipe,5,1,180,false,,false,,,,,,,false,false
6,Smokescreen,17,1,180,false,,false,,,,,,,false,false
6,Wheeljack,7,1,180,false,,false,,,,,,,false,false
7,Bluestreak,2,17,270,false,,false,,,,,,,false,false
7,Bumblebee,2,2,90,true,140A,false,140A-1,140A,1,114,17,25,false,false
7,Hound,13,1,180,false,,false,,,,,,,false,false
7,Ironhide,11,1,180,false,,false,,,,,,,false,false
7,Jazz,2,1,180,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
7,Megatron,18,1,180,false,,false,,,,,,,false,false
7,Optimus,2,7,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
7,Ratchet,8,1,180,false,,false,,,,,,,false,false
7,RedAlert,4,20,270,false,,false,,,,,,,false,false
7,Sideswipe,4,1,180,false,,false,,,,,,,false,false
7,Smokescreen,16,1,180,false,,false,,,,,,,false,false
7,Wheeljack,6,1,180,false,,false,,,,,,,false,false
8,Bluestreak,2,16,270,false,,false,,,,,,,false,false
8,Bumblebee,2,3,90,true,140A,false,140A-1,140A,1,114,17,25,false,false
8,Hound,12,1,180,false,,false,,,,,,,false,false
8,Ironhide,10,1,180,false,,false,,,,,,,false,false
8,Jazz,2,1,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
8,Megatron,17,1,180,false,,false,,,,,,,false,false
8,Optimus,2,8,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
8,Ratchet,7,1,180,false,,false,,,,,,,false,false
8,RedAlert,4,19,270,false,,false,,,,,,,false,false
8,Sideswipe,3,1,180,false,,false,,,,,,,false,false
8,Smokescreen,15,1,180,false,,false,,,,,,,false,false
8,Wheeljack,5,1,180,false,,false,,,,,,,false,false
9,Bluestreak,2,15,270,false,,false,,,,,,,false,false
9,Bumblebee,2,4,90,true,140A,false,140A-1,140A,1,114,17,25,false,false
9,Hound,11,1,180,false,,false,,,,,,,false,false
9,Ironhide,9,1,180,false,,false,,,,,,,false,false
9,Jazz,2,2,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
9,Megatron,16,1,180,false,,false,,,,,,,false,false
9,Optimus,2,9,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
9,Ratchet,6,1,180,false,,false,,,,,,,false,false
9,RedAlert,4,18,270,false,,false,,,,,,,false,false
9,Sideswipe,2,1,180,false,,false,,,,,,,false,false
9,Smokescreen,14,1,180,false,,false,,,,,,,false,false
9,Wheeljack,4,1,180,false,,false,,,,,,,false,false
10,Bluestreak,2,14,270,false,,false,,,,,,,false,false
10,Bumblebee,2,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,false
10,Hound,10,1,180,false,,false,,,,,,,false,false
10,Ironhide,8,1,180,false,,false,,,,,,,false,false
10,Jazz,2,3,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
10,Megatron,15,1,180,false,,false,,,,,,,false,false
10,Optimus,2,10,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
10,Ratchet,5,1,180,false,,false,,,,,,,false,false
10,RedAlert,4,17,270,false,,false,,,,,,,false,false
10,Sideswipe,2,1,180,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
10,Smokescreen,13,1,180,false,,false,,,,,,,false,false
10,Wheeljack,3,1,180,false,,false,,,,,,,false,false
11,Bluestreak,2,13,270,false,,false,,,,,,,false,false
11,Bumblebee,3,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,false
11,Hound,9,1,180,false,,false,,,,,,,false,false
11,Ironhide,7,1,180,false,,false,,,,,,,false,false
11,Jazz,2,4,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
11,Megatron,14,1,180,false,,false,,,,,,,false,false
11,Optimus,2,11,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
11,Ratchet,4,1,180,false,,false,,,,,,,false,false
11,RedAlert,4,16,270,false,,false,,,,,,,false,false
11,Sideswipe,2,1,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
11,Smokescreen,12,1,180,false,,false,,,,,,,false,false
11,Wheeljack,2,1,180,false,,false,,,,,,,false,false
12,Bluestreak,2,13,180,false,,false,,,,,,,false,false
12,Bumblebee,4,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,false
12,Hound,8,1,180,false,,false,,,,,,,false,false
12,Ironhide,6,1,180,false,,false,,,,,,,false,false
12,Jazz,2,5,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
12,Megatron,13,1,180,false,,false,,,,,,,false,false
12,Optimus,2,12,90,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
12,Ratchet,3,1,180,false,,false,,,,,,,false,false
12,RedAlert,4,15,270,false,,false,,,,,,,false,false
12,Sideswipe,2,2,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
12,Smokescreen,11,1,180,false,,false,,,,,,,false,false
12,Wheeljack,2,1,180,true,209C,false,209C-1,209C,2,132,46,54,false,false
13,Bluestreak,1,13,180,false,,false,,,,,,,false,false
13,Bumblebee,5,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,false
13,Hound,7,1,180,false,,false,,,,,,,false,false
13,Ironhide,5,1,180,false,,false,,,,,,,false,false
13,Jazz,2,6,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
13,Megatron,12,1,180,false,,false,,,,,,,false,false
13,Optimus,2,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
13,Ratchet,2,1,180,false,,false,,,,,,,false,false
13,RedAlert,4,14,270,false,,false,,,,,,,false,false
13,Sideswipe,2,3,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
13,Smokescreen,10,1,180,false,,false,,,,,,,false,false
13,Wheeljack,2,1,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
14,Bluestreak,1,13,270,false,,false,,,,,,,false,false
14,Bumblebee,6,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,false
14,Hound,6,1,180,false,,false,,,,,,,false,false
14,Ironhide,4,1,180,false,,false,,,,,,,false,false
14,Jazz,2,7,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
14,Megatron,11,1,180,false,,false,,,,,,,false,false
14,Optimus,3,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
14,Ratchet,2,1,180,true,209B,false,209B-1,209B,2,102,50,61,false,false
14,RedAlert,4,14,0,false,,false,,,,,,,false,false
14,Sideswipe,2,4,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
14,Smokescreen,9,1,180,false,,false,,,,,,,false,false
14,Wheeljack,2,2,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
15,Bluestreak,1,12,270,false,,false,,,,,,,false,false
15,Bumblebee,7,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,false
15,Hound,5,1,180,false,,false,,,,,,,false,false
15,Ironhide,3,1,180,false,,false,,,,,,,false,false
15,Jazz,2,8,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
15,Megatron,10,1,180,false,,false,,,,,,,false,false
15,Optimus,4,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
15,Ratchet,2,1,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
15,RedAlert,5,14,0,false,,false,,,,,,,false,false
15,Sideswipe,2,5,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
15,Smokescreen,8,1,180,false,,false,,,,,,,false,false
15,Wheeljack,2,3,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
16,Bluestreak,1,11,270,false,,false,,,,,,,false,false
16,Bumblebee,8,4,0,true,140A,false,140A-1,140A,1,114,17,25,false,true
16,Hound,4,1,180,false,,false,,,,,,,false,false
16,Ironhide,2,1,180,false,,false,,,,,,,false,false
16,Jazz,2,9,90,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
16,Megatron,9,1,180,false,,false,,,,,,,false,false
16,Optimus,5,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
16,Ratchet,2,2,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
16,RedAlert,5,14,270,false,,false,,,,,,,false,false
16,Sideswipe,2,6,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
16,Smokescreen,7,1,180,false,,false,,,,,,,false,false
16,Wheeljack,2,4,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
17,Bluestreak,1,10,270,false,,false,,,,,,,false,false
17,Bumblebee,8,4,0,false,,false,,,,,,,false,false
17,Bumblebee,8,4,0,false,,false,,,,,,,false,false
17,Hound,3,1,180,false,,false,,,,,,,false,false
17,Ironhide,2,1,180,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
17,Jazz,2,9,0,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,false
17,Megatron,8,1,180,false,,false,,,,,,,false,false
17,Optimus,6,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
17,Ratchet,2,3,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
17,RedAlert,5,13,270,false,,false,,,,,,,false,false
17,Sideswipe,2,7,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
17,Smokescreen,6,1,180,false,,false,,,,,,,false,false
17,Wheeljack,2,5,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
18,Bluestreak,1,9,270,false,,false,,,,,,,false,false
18,Bumblebee,8,4,0,false,,false,,,,,,,false,false
18,Hound,2,1,180,false,,false,,,,,,,false,false
18,Ironhide,2,1,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
18,Jazz,3,9,0,true,130A-2,false,130A-2-1,130A-2,1,117,19,35,false,true
18,Megatron,7,1,180,false,,false,,,,,,,false,false
18,Optimus,7,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
18,Ratchet,2,4,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
18,RedAlert,5,12,270,false,,false,,,,,,,false,false
18,Sideswipe,2,8,90,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
18,Smokescreen,5,1,180,false,,false,,,,,,,false,false
18,Wheeljack,2,6,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
19,Bluestreak,1,8,270,false,,false,,,,,,,false,false
19,Bumblebee,8,4,0,false,,false,,,,,,,false,false
19,Hound,2,1,180,true,209D,false,209D-1,209D,3,112,52,67,false,false
19,Ironhide,2,2,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
19,Jazz,3,9,0,false,,false,,,,,,,false,false
19,Jazz,3,9,0,false,,false,,,,,,,false,false
19,Megatron,6,1,180,false,,false,,,,,,,false,false
19,Optimus,8,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
19,Ratchet,2,5,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
19,RedAlert,5,11,270,false,,false,,,,,,,false,false
19,Sideswipe,2,8,0,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
19,Smokescreen,4,1,180,false,,false,,,,,,,false,false
19,Wheeljack,2,7,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
20,Bluestreak,1,7,270,false,,false,,,,,,,false,false
20,Bumblebee,8,4,0,false,,false,,,,,,,false,false
20,Hound,2,1,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
20,Ironhide,2,3,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
20,Jazz,3,9,0,false,,false,,,,,,,false,false
20,Megatron,5,1,180,false,,false,,,,,,,false,false
20,Optimus,9,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
20,Ratchet,2,6,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
20,RedAlert,5,10,270,false,,false,,,,,,,false,false
20,Sideswipe,3,8,0,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
20,Smokescreen,3,1,180,false,,false,,,,,,,false,false
20,Wheeljack,2,8,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
21,Bluestreak,1,6,270,false,,false,,,,,,,false,false
21,Bumblebee,8,4,0,false,,false,,,,,,,false,false
21,Hound,2,2,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
21,Ironhide,2,4,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
21,Jazz,3,9,0,false,,false,,,,,,,false,false
21,Megatron,4,1,180,false,,false,,,,,,,false,false
21,Optimus,10,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
21,Ratchet,2,7,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
21,RedAlert,5,9,270,false,,false,,,,,,,false,false
21,Sideswipe,4,8,0,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
21,Smokescreen,2,1,180,false,,false,,,,,,,false,false
21,Wheeljack,2,9,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
22,Bluestreak,1,5,270,false,,false,,,,,,,false,false
22,Bumblebee,8,4,0,false,,false,,,,,,,false,false
22,Hound,2,3,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
22,Ironhide,2,5,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
22,Jazz,3,9,0,false,,false,,,,,,,false,false
22,Megatron,3,1,180,false,,false,,,,,,,false,false
22,Optimus,11,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,false
22,Ratchet,2,8,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
22,RedAlert,5,8,270,false,,false,,,,,,,false,false
22,Sideswipe,5,8,0,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,false
22,Smokescreen,2,1,180,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
22,Wheeljack,2,10,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
23,Bluestreak,1,4,270,false,,false,,,,,,,false,false
23,Bumblebee,8,4,0,false,,false,,,,,,,false,false
23,Hound,2,4,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
23,Ironhide,2,6,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
23,Jazz,3,9,0,false,,false,,,,,,,false,false
23,Megatron,2,1,180,false,,false,,,,,,,false,false
23,Optimus,12,12,0,true,140C-3,false,140C-3-1,140C-3,0,111,24,36,false,true
23,Ratchet,2,9,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
23,RedAlert,5,7,270,false,,false,,,,,,,false,false
23,Sideswipe,6,8,0,true,130B-2,true,130B-2-1,130B-2,2,75,24,36,false,true
23,Sideswipe,6,8,0,false,,false,,,,,,,false,false
23,Smokescreen,2,1,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
23,Wheeljack,2,11,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
24,Bluestreak,1,3,270,false,,false,,,,,,,false,false
24,Bumblebee,8,4,0,false,,false,,,,,,,false,false
24,Hound,2,5,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
24,Ironhide,2,7,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
24,Jazz,3,9,0,false,,false,,,,,,,false,false
24,Megatron,2,1,180,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
24,Optimus,12,12,0,false,,false,,,,,,,false,false
24,Ratchet,2,10,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
24,RedAlert,5,6,270,false,,false,,,,,,,false,false
24,Sideswipe,6,8,0,false,,false,,,,,,,false,false
24,Sideswipe,6,8,0,false,,false,,,,,,,false,false
24,Smokescreen,2,2,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
24,Wheeljack,2,12,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
25,Bluestreak,1,2,270,false,,false,,,,,,,false,false
25,Bumblebee,8,4,0,false,,false,,,,,,,false,false
25,Hound,2,6,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
25,Ironhide,2,8,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
25,Jazz,3,9,0,false,,false,,,,,,,false,false
25,Megatron,2,1,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
25,Optimus,12,12,0,false,,false,,,,,,,false,false
25,Ratchet,2,11,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
25,RedAlert,5,5,270,false,,false,,,,,,,false,false
25,Sideswipe,6,8,0,false,,false,,,,,,,false,false
25,Smokescreen,2,3,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
